Article DOI,journal,year,publisher
10.1021/np200831c,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/jm201758g,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/np2007389,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/jm300124p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300138g,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/np200955z,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/jm300040p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.02.081,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1021/np3000156,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/np201002x,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1016/j.ejmech.2012.03.043,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.03.042,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.03.055,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.03.057,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2018.05.009,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmcl.2012.04.025,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.03.056,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.03.065,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.03.098,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.04.008,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.04.004,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.04.001,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.04.011,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.022,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.005,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.021,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.04.057,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.04.028,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.04.018,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.018,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.033,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.047,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.04.025,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2018.05.017,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2012.04.048,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.056,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.041,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.04.117,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.04.118,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1021/cb200439z,ACS Chemical Biology,2012,American Chemical Society (ACS)
10.1128/aac.40.5.1304,Antimicrobial Agents and Chemotherapy,1996,American Society for Microbiology
10.1021/jo015665d,The Journal of Organic Chemistry,2001,American Chemical Society (ACS)
10.1128/aac.38.12.2827,Antimicrobial Agents and Chemotherapy,1994,American Society for Microbiology
10.1021/ml100092a,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100095k,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml100158s,ACS Medicinal Chemistry Letters,2010,American Chemical Society (ACS)
10.1021/ml200031m,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml200047e,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml2001196,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml2001246,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml200189u,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml2002423,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/jm200818j,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmc.2011.11.008,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1021/jm2013216,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201547v,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201542d,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201735j,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201720d,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3001373,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201386u,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300206u,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2015952,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.03.070,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.ejmech.2012.04.002,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.04.033,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.04.121,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.04.029,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.ejmech.2012.05.005,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.001,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.009,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.016,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.014,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.025,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.033,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.031,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.041,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.040,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.038,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.05.034,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.06.032,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.06.029,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1021/ml200053x,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml200204m,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2018.05.003,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/ml2002482,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200250t,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/ml2002532,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200265m,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200268w,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml2002696,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml2002746,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200291e,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200313p,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/jm2016182,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300016v,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2014666,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2018.04.070,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2018.03.030,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/jm3000533,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201692d,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201657x,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201402v,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmc.2018.05.010,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2018.05.022,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmcl.2018.05.018,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/jm300203r,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2016123,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201446h,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300197a,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2018.05.021,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2018.05.012,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1021/jm300112w,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2016528,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201687d,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300042x,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201716n,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201194q,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300037x,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300170m,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.ejmech.2012.04.030,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.057,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.04.036,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.04.129,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.002,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.053,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.04.063,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.030,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.060,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.024,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.050,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.006,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.001,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.029,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.066,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.044,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.034,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2018.05.003,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmcl.2012.05.053,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.039,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.031,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.083,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.051,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.046,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.087,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.092,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.126,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.098,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.123,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.078,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.009,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.074,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.045,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.068,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.06.016,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.06.017,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.074,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.118,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.121,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.122,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2018.05.006,Bioorganic &amp; Medicinal Chemistry,2018,Elsevier BV
10.1016/j.bmc.2012.05.057,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.108,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.099,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.095,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.100,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.012,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.034,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.042,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.130,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.129,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.018,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.06.011,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.06.006,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.06.022,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.035,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.117,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.06.021,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.127,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.017,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.032,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.041,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.058,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.050,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.023,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.059,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.057,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.128,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.068,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.06.093,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.06.033,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.06.048,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1021/ml200008b,ACS Medicinal Chemistry Letters,2011,American Chemical Society (ACS)
10.1021/jm201263k,Journal of Medicinal Chemistry,2011,American Chemical Society (ACS)
10.1016/j.bmcl.2011.11.040,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2018.05.014,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/jm300035p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2010964,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201537d,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201747c,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201746x,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201708h,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmc.2012.02.054,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1021/jm300015m,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300262w,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300208p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201703k,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300187x,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300167z,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2016107,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300317k,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300230a,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300041e,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201624h,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300335n,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3003944,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm3007068,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.04.126,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.062,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.048,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.05.034,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.04.104,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.05.040,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.055,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.056,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1021/ml200256d,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200257n,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml2002778,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200284s,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200299g,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml200312s,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3000098,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2018.05.027,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1021/ml300021s,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3000325,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300038t,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300050b,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml3000512,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300081u,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300106p,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/jm201139r,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201352k,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201528b,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201590g,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300049g,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300060k,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.02.068,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1021/jm300178u,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201609k,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300349j,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300302p,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300241b,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300199g,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300204j,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201550q,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300068n,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300030r,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300345z,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm300248q,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm2016232,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/np200580g,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/np300259s,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1021/np3000987,Journal of Natural Products,2012,American Chemical Society (ACS)
10.1016/j.bmcl.2012.05.116,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2018.05.012,Bioorganic &amp; Medicinal Chemistry Letters,2018,Elsevier BV
10.1016/j.bmc.2012.06.009,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.05.077,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.06.007,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.05.104,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.06.023,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.06.013,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.ejmech.2012.06.053,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.06.055,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.06.051,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.06.049,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmc.2012.06.034,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmc.2012.06.040,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.07.001,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.07.025,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.bmcl.2012.07.025,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.bmcl.2012.07.033,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.ejmech.2012.07.024,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1021/acs.jmedchem.8b00685,Journal of Medicinal Chemistry,2018,American Chemical Society (ACS)
10.1016/j.bmcl.2012.07.047,Bioorganic &amp; Medicinal Chemistry Letters,2012,Elsevier BV
10.1016/j.ejmech.2012.07.040,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.07.039,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.07.021,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1016/j.ejmech.2012.07.049,European Journal of Medicinal Chemistry,2012,Elsevier BV
10.1021/ml3000403,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/ml300056y,ACS Medicinal Chemistry Letters,2012,American Chemical Society (ACS)
10.1021/jm201468j,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1016/j.bmc.2011.05.027,Bioorganic &amp; Medicinal Chemistry,2012,Elsevier BV
10.1021/jm2013248,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm101360s,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
10.1021/jm201713h,Journal of Medicinal Chemistry,2012,American Chemical Society (ACS)
